Match,,,,,,,,,,
Proba base,"0,32786885",,,,,,,,Lay,"3,05"
P(0) Buts Équipe,"0,29585799",,,,,,,,Cote p0 (équipe),"3,38"
P(0) Buts Match,"0,07843137",,,,,,,,Cote p0 (match),"12,75"
,,,,,,,,,,
,,,,,,,,,,
xG Équipe,"1,217875709",,,,,,,,,
xG Total,"2,545531272",,,,,,,,,
xG adversaire,"1,327655562",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Proba base,"0,32786885",,,,,,,,,
Probabilité victoire Pinny/BF,0,,,,,,,,,
Proba garantie 2 buts,"0,01542458457",,,,,,,,,
Proba réelle,"0,34329344",,,,,,,,,
Cote réelle,"2,912959853",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,Buts équipe,Buts adversaire,Proba poisson,Proba garantie,Gain assurance,,
,,,,0,0,"0,07843137255",0,0,,
,,,,1,0,"0,09551966349",0,0,,
,,,,2,0,"0,05816553897",1,0,,
,,,,3,0,"0,02361279901",1,0,,
,,,,4,0,"0,007189363588",1,0,,
,,,,5,0,"0,001751150256",1,0,,
,,,,6,0,"0,0003554472268",1,0,,
,,,,0,1,"0,104129848",0,0,,
,,,,1,1,"0,1268172125",0,0,,
,,,,2,1,"0,07722380134","0,3333333333",0,,
,,,,3,1,"0,03134966395",1,0,,
,,,,4,1,"0,009544998556",1,0,,
,,,,5,1,"0,002324924378",1,0,,
,,,,6,1,"0,0004719114877",1,0,,
,,,,0,2,"0,06912428595",0,0,,
,,,,1,2,"0,08418478879",0,0,,
,,,,2,2,"0,05126330469","0,1666666667","0,008543884115",,
,,,,3,2,"0,02081077786","0,5",0,,
,,,,4,2,"0,006336235212",1,0,,
,,,,5,2,"0,001543349391",1,0,,
,,,,6,2,"0,0003132679557",1,0,,
,,,,0,3,"0,0305910809",0,0,,
,,,,1,3,"0,03725613436",0,0,,
,,,,2,3,"0,02268667053","0,1","0,002268667053",,
,,,,3,3,"0,009209848324","0,3","0,002762954497",,
,,,,4,3,"0,00280411264","0,6",0,,
,,,,5,3,"0,0006830121343",1,0,,
,,,,6,3,"0,0001386373146",1,0,,
,,,,0,4,"0,01015360468",0,0,,
,,,,1,4,"0,0123658285",0,0,,
,,,,2,4,"0,00753002108","0,06666666667","0,0005020014053",,
,,,,3,4,"0,003056876588","0,2","0,0006113753177",,
,,,,4,4,"0,000930723936","0,4","0,0003722895744",,
,,,,5,4,"0,0002267012148","0,6666666667",0,,
,,,,6,4,"0,00004601565046",1,0,,
,,,,0,5,"0,002696097945",0,0,,
,,,,1,5,"0,003283512198",0,0,,
,,,,2,5,"0,001999454874","0,04761904762","0,00009521213685",,
,,,,3,5,"0,0008116958411","0,1428571429","0,0001159565487",,
,,,,4,5,"0,0002471361621","0,2857142857","0,00007061033202",,
,,,,5,5,"0,00006019622575","0,4761904762","0,0000286648694",,
,,,,6,5,"0,00001221858686","0,7142857143",0,,
,,,,0,6,"0,0005965815722",0,0,,
,,,,1,6,"0,0007265622055",0,0,,
,,,,2,6,"0,0004424312308","0,03571428571","0,00001580111538",,
,,,,3,6,"0,0001796087497","0,1071428571","0,00001924379461",,
,,,,4,6,"0,00005468528336","0,2142857143","0,00001171827501",,
,,,,5,6,"0,00001331997566","0,3571428571","0,000004757134163",,
,,,,6,6,"0,000002703679134","0,5357142857","0,000001448399536",,
